2theta,simulated,2theta,real copy,2theta,real
44.16,63.1439,45.0869,2251.306,45.0869,2251.306
44.18,59.4472,45.1089,2282.046,45.1089,2282.046
44.2,60.8586,45.1309,2249.139,45.1309,2249.139
44.22,68.229,45.1529,2160.481,45.1529,2160.481
44.24,83.6792,45.1749,2247.053,45.1749,2247.053
44.26,110.306,45.1969,2213.457,45.1969,2213.457
44.28,149.287,45.2189,2243.302,45.2189,2243.302
44.3,191.107,45.2409,2237.025,45.2409,2237.025
44.32,212.782,45.2629,2217.625,45.2629,2217.625
44.34,214.87,45.2849,2176.236,45.2849,2176.236
44.36,211.693,45.3069,2180.112,45.3069,2180.112
44.38,191.457,45.3289,2171.397,45.3289,2171.397
44.4,158.657,45.3509,2169.427,45.3509,2169.427
44.42,136.247,45.3729,2166.487,45.3729,2166.487
44.44,134.345,45.3949,2146.479,45.3949,2146.479
44.46,153.208,45.4169,2150.518,45.4169,2150.518
44.48,183.621,45.4389,2209.15,45.4389,2209.15
44.5,198.787,45.4609,2195.189,45.4609,2195.189
44.52,178.686,45.4829,2147.059,45.4829,2147.059
44.54,139.596,45.5049,2183.887,45.5049,2183.887
44.56,104.475,45.5269,2177.869,45.5269,2177.869
44.58,81.0583,45.5489,2122.52,45.5489,2122.52
44.6,68.0351,45.5709,2136.576,45.5709,2136.576
44.62,62.4685,45.5929,2217.492,45.5929,2217.492
44.64,62.5399,45.6149,2236.687,45.6149,2236.687
44.66,67.4207,45.6369,2184.493,45.6369,2184.493
44.68,78.8467,45.6589,2215.138,45.6589,2215.138
44.7,99.7061,45.6809,2273.921,45.6809,2273.921
44.72,135.186,45.7029,2281.469,45.7029,2281.469
44.74,190.947,45.7249,2318.591,45.7249,2318.591
44.76,262.933,45.7469,2330.808,45.7469,2330.808
44.78,331.18,45.7689,2248.235,45.7689,2248.235
44.8,372.76,45.7909,2264.317,45.7909,2264.317
44.82,349.355,45.8129,2323.848,45.8129,2323.848
44.84,268.068,45.8349,2373.968,45.8349,2373.968
44.86,186.291,45.8569,2448.915,45.8569,2448.915
44.88,128.571,45.8789,2483.839,45.8789,2483.839
44.9,93.0128,45.9009,2463.743,45.9009,2463.743
44.92,72.7284,45.9229,2491.659,45.9229,2491.659
44.94,61.8141,45.9449,2522.809,45.9449,2522.809
44.96,56.8667,45.9669,2485.247,45.9669,2485.247
44.98,56.3871,45.9889,2486.016,45.9889,2486.016
45.0,59.5325,46.0109,2548.523,46.0109,2548.523
45.02,63.4607,46.0329,2545.818,46.0329,2545.818
45.04,64.9281,46.0549,2552.448,46.0549,2552.448
45.06,65.8166,46.0769,2591.14,46.0769,2591.14
45.08,71.3893,46.0989,2612.944,46.0989,2612.944
45.1,80.575,46.1209,2648.535,46.1209,2648.535
45.12,92.2601,46.1429,2716.501,46.1429,2716.501
45.14,106.886,46.1649,2839.881,46.1649,2839.881
45.16,115.627,46.1869,2925.424,46.1869,2925.424
45.18,106.736,46.2089,2979.715,46.2089,2979.715
45.2,90.1232,46.2309,2993.885,46.2309,2993.885
45.22,76.3048,46.2529,3121.398,46.2529,3121.398
45.24,68.4189,46.2749,3082.989,46.2749,3082.989
45.26,66.6127,46.2969,2925.362,46.2969,2925.362
45.28,70.1425,46.3189,2794.515,46.3189,2794.515
45.3,78.9406,46.3409,2893.235,46.3409,2893.235
45.32,94.8923,46.3629,2832.318,46.3629,2832.318
45.34,121.837,46.3849,2581.713,46.3849,2581.713
45.36,165.376,46.4069,2596.105,46.4069,2596.105
45.38,232.21,46.4289,2482.682,46.4289,2482.682
45.4,320.353,46.4509,2511.783,46.4509,2511.783
45.42,398.284,46.4729,2383.683,46.4729,2383.683
45.44,425.902,46.4949,2339.95,46.4949,2339.95
45.46,391.593,46.5169,2317.11,46.5169,2317.11
45.48,318.152,46.5389,2287.687,46.5389,2287.687
45.5,255.473,46.5609,2321.354,46.5609,2321.354
45.52,225.336,46.5829,2362.067,46.5829,2362.067
45.54,221.756,46.6049,2315.732,46.6049,2315.732
45.56,228.019,46.6269,2316.558,46.6269,2316.558
45.58,242.848,46.6489,2255.056,46.6489,2255.056
45.6,280.476,46.6709,2263.361,46.6709,2263.361
45.62,337.123,46.6929,2267.853,46.6929,2267.853
45.64,374.854,46.7149,2268.975,46.7149,2268.975
45.66,363.085,46.7369,2210.725,46.7369,2210.725
45.68,321.989,46.7589,2200.0,46.7589,2200.0
45.7,283.986,46.7809,2127.738,46.7809,2127.738
45.72,263.074,46.8029,2187.369,46.8029,2187.369
45.74,269.997,46.8249,2202.811,46.8249,2202.811
45.76,314.397,46.8469,2223.213,46.8469,2223.213
45.78,389.215,46.8689,2204.128,46.8689,2204.128
45.8,448.76,46.8909,2144.484,46.8909,2144.484
45.82,437.027,46.9129,2135.505,46.9129,2135.505
45.84,380.606,46.9349,2116.965,46.9349,2116.965
45.86,334.708,46.9569,2185.464,46.9569,2185.464
45.88,331.0,46.9789,2154.162,46.9789,2154.162
45.9,384.882,47.0009,2191.676,47.0009,2191.676
45.92,502.881,47.0229,2194.673,47.0229,2194.673
45.94,666.653,47.0449,2185.562,47.0449,2185.562
45.96,782.549,47.0669,2190.906,47.0669,2190.906
45.98,738.22,47.0889,2255.212,47.0889,2255.212
46.0,597.042,47.1109,2263.82,47.1109,2263.82
46.02,482.797,47.1329,2253.985,47.1329,2253.985
46.04,436.675,47.1549,2228.805,47.1549,2228.805
46.06,445.467,47.1769,2206.066,47.1769,2206.066
46.08,463.241,47.1989,2228.566,47.1989,2228.566
46.1,462.252,47.2209,2290.997,47.2209,2290.997
46.12,474.662,47.2429,2242.026,47.2429,2242.026
46.14,512.603,47.2649,2248.983,47.2649,2248.983
46.16,544.763,47.2869,2302.634,47.2869,2302.634
46.18,581.646,47.3089,2330.474,47.3089,2330.474
46.2,667.589,47.3309,2292.063,47.3309,2292.063
46.22,780.797,47.3529,2266.288,47.3529,2266.288
46.24,826.383,47.3749,2320.039,47.3749,2320.039
46.26,755.496,47.3969,2328.82,47.3969,2328.82
46.28,611.426,47.4189,2220.307,47.4189,2220.307
46.3,467.653,47.4409,2213.431,47.4409,2213.431
46.32,358.101,47.4629,2234.753,47.4629,2234.753
46.34,288.641,47.4849,2234.133,47.4849,2234.133
46.36,260.185,47.5069,2205.269,47.5069,2205.269
46.38,270.725,47.5289,2227.483,47.5289,2227.483
46.4,319.23,47.5509,2310.274,47.5509,2310.274
46.42,403.505,47.5729,2322.452,47.5729,2322.452
46.44,517.007,47.5949,2309.06,47.5949,2309.06
46.46,615.934,47.6169,2323.488,47.6169,2323.488
46.48,606.432,47.6389,2384.89,47.6389,2384.89
46.5,484.952,47.6609,2422.0,47.6609,2422.0
46.52,349.555,47.6829,2465.363,47.6829,2465.363
46.54,249.027,47.7049,2477.988,47.7049,2477.988
46.56,180.598,47.7269,2495.183,47.7269,2495.183
46.58,134.861,47.7489,2554.783,47.7489,2554.783
46.6,104.334,47.7709,2558.169,47.7709,2558.169
46.62,83.3058,47.7929,2553.51,47.7929,2553.51
46.64,68.7628,47.8149,2560.77,47.8149,2560.77
46.66,58.5678,47.8369,2600.545,47.8369,2600.545
46.68,51.3457,47.8589,2592.814,47.8589,2592.814
46.7,46.3055,47.8809,2501.166,47.8809,2501.166
46.72,43.2199,47.9029,2439.826,47.9029,2439.826
46.74,41.8762,47.9249,2500.657,47.9249,2500.657
46.76,42.7059,47.9469,2629.266,47.9469,2629.266
46.78,45.9715,47.9689,2591.175,47.9689,2591.175
46.8,50.7849,47.9909,2587.48,47.9909,2587.48
46.82,53.044,48.0129,2629.922,48.0129,2629.922
46.84,49.1246,48.0349,2604.643,48.0349,2604.643
46.86,42.6554,48.0569,2584.199,48.0569,2584.199
46.88,37.2566,48.0789,2677.871,48.0789,2677.871
46.9,34.0023,48.1009,2731.494,48.1009,2731.494
46.92,32.6421,48.1229,2732.666,48.1229,2732.666
46.94,33.0901,48.1449,2768.168,48.1449,2768.168
46.96,35.7889,48.1669,2816.758,48.1669,2816.758
46.98,41.4025,48.1889,2867.745,48.1889,2867.745
47.0,51.7908,48.2109,3020.774,48.2109,3020.774
47.02,69.9981,48.2329,3165.173,48.2329,3165.173
47.04,99.5505,48.2549,3259.207,48.2549,3259.207
47.06,140.604,48.2769,3373.074,48.2769,3373.074
47.08,179.083,48.2989,3444.343,48.2989,3444.343
47.1,186.924,48.3209,3466.963,48.3209,3466.963
47.12,157.634,48.3429,3382.274,48.3429,3382.274
47.14,114.495,48.3649,3404.198,48.3649,3404.198
47.16,78.9369,48.3869,3272.478,48.3869,3272.478
47.18,55.3925,48.4089,3236.876,48.4089,3236.876
47.2,41.1381,48.4309,3311.598,48.4309,3311.598
47.22,32.6703,48.4529,3375.678,48.4529,3375.678
47.24,27.4653,48.4749,3249.575,48.4749,3249.575
47.26,24.1214,48.4969,3107.089,48.4969,3107.089
47.28,21.6212,48.5189,3173.797,48.5189,3173.797
47.3,20.1513,48.5409,3214.823,48.5409,3214.823
47.32,19.3157,48.5629,3108.906,48.5629,3108.906
47.34,18.982,48.5849,3098.008,48.5849,3098.008
47.36,19.1304,48.6069,3146.124,48.6069,3146.124
47.38,19.8355,48.6289,3118.076,48.6289,3118.076
47.4,21.1937,48.6509,3074.49,48.6509,3074.49
47.42,23.1346,48.6729,3042.775,48.6729,3042.775
47.44,27.0314,48.6949,3160.288,48.6949,3160.288
47.46,32.8561,48.7169,2998.863,48.7169,2998.863
47.48,42.1744,48.7389,2951.134,48.7389,2951.134
47.5,54.0333,48.7609,3116.44,48.7609,3116.44
47.52,67.785,48.7829,3024.831,48.7829,3024.831
47.54,81.1103,48.8049,3026.27,48.8049,3026.27
47.56,94.1124,48.8269,2953.144,48.8269,2953.144
47.58,113.066,48.8489,2880.69,48.8489,2880.69
47.6,140.579,48.8709,2751.723,48.8709,2751.723
47.62,165.738,48.8929,2711.885,48.8929,2711.885
47.64,163.093,48.9149,2691.751,48.9149,2691.751
47.66,134.324,48.9369,2624.367,48.9369,2624.367
47.68,107.531,48.9589,2531.439,48.9589,2531.439
47.7,95.8985,48.9809,2488.861,48.9809,2488.861
47.72,97.8919,49.0029,2432.209,49.0029,2432.209
47.74,103.625,49.0249,2409.637,49.0249,2409.637
47.76,95.8263,49.0469,2361.652,49.0469,2361.652
47.78,75.2251,49.0689,2338.838,49.0689,2338.838
47.8,55.0615,49.0909,2346.903,49.0909,2346.903
47.82,40.847,49.1129,2354.982,49.1129,2354.982
47.84,31.9953,49.1349,2337.319,49.1349,2337.319
47.86,27.0075,49.1569,2353.898,49.1569,2353.898
47.88,24.3133,49.1789,2356.523,49.1789,2356.523
47.9,23.2064,49.2009,2437.078,49.2009,2437.078
47.92,23.4954,49.2229,2391.106,49.2229,2391.106
47.94,24.9703,49.2449,2367.278,49.2449,2367.278
47.96,28.8733,49.2669,2420.006,49.2669,2420.006
47.98,34.5695,49.2889,2420.519,49.2889,2420.519
48.0,40.1113,49.3109,2442.972,49.3109,2442.972
48.02,41.7657,49.3329,2500.779,49.3329,2500.779
48.04,40.5168,49.3549,2505.681,49.3549,2505.681
48.06,40.2632,49.3769,2491.73,49.3769,2491.73
48.08,44.1625,49.3989,2537.546,49.3989,2537.546
48.1,54.9123,49.4209,2594.797,49.4209,2594.797
48.12,74.3137,49.4429,2641.482,49.4429,2641.482
48.14,103.6,49.4649,2719.881,49.4649,2719.881
48.16,135.164,49.4869,2799.012,49.4869,2799.012
48.18,144.892,49.5089,2850.11,49.5089,2850.11
48.2,122.799,49.5309,2816.097,49.5309,2816.097
48.22,92.3599,49.5529,2767.122,49.5529,2767.122
48.24,68.9269,49.5749,2746.789,49.5749,2746.789
48.26,54.1144,49.5969,2671.274,49.5969,2671.274
48.28,46.0801,49.6189,2594.923,49.6189,2594.923
48.3,42.6947,49.6409,2643.385,49.6409,2643.385
48.32,42.3643,49.6629,2703.938,49.6629,2703.938
48.34,44.3284,49.6849,2704.749,49.6849,2704.749
48.36,48.4295,49.7069,2635.3,49.7069,2635.3
48.38,55.0306,49.7289,2583.518,49.7289,2583.518
48.4,65.0333,49.7509,2611.937,49.7509,2611.937
48.42,80.2617,49.7729,2574.606,49.7729,2574.606
48.44,103.232,49.7949,2633.236,49.7949,2633.236
48.46,138.391,49.8169,2665.041,49.8169,2665.041
48.48,190.874,49.8389,2781.924,49.8389,2781.924
48.5,268.845,49.8609,2854.39,49.8609,2854.39
48.52,384.788,49.8829,2916.173,49.8829,2916.173
48.54,531.867,49.9049,3013.551,49.9049,3013.551
48.56,653.356,49.9269,2995.885,49.9269,2995.885
48.58,684.124,49.9489,2910.255,49.9489,2910.255
48.6,598.189,49.9709,2797.838,49.9709,2797.838
48.62,446.842,49.9929,2815.146,49.9929,2815.146
48.64,313.806,50.0149,2760.293,50.0149,2760.293
48.66,222.96,50.0369,2750.157,50.0369,2750.157
48.68,163.453,50.0589,2740.032,50.0589,2740.032
48.7,125.095,50.0809,2708.898,50.0809,2708.898
48.72,101.878,50.1029,2787.351,50.1029,2787.351
48.74,89.1241,50.1249,2601.88,50.1249,2601.88
48.76,84.1428,50.1469,2681.246,50.1469,2681.246
48.78,86.2311,50.1689,2699.431,50.1689,2699.431
48.8,96.4828,50.1909,2733.944,50.1909,2733.944
48.82,117.384,50.2129,2686.796,50.2129,2686.796
48.84,151.552,50.2349,2735.751,50.2349,2735.751
48.86,199.922,50.2569,2871.645,50.2569,2871.645
48.88,264.28,50.2789,2807.44,50.2789,2807.44
48.9,334.651,50.3009,2846.112,50.3009,2846.112
48.92,371.996,50.3229,2801.407,50.3229,2801.407
48.94,332.744,50.3449,2813.979,50.3449,2813.979
48.96,247.078,50.3669,2806.112,50.3669,2806.112
48.98,170.696,50.3889,2687.832,50.3889,2687.832
49.0,119.104,50.4109,2678.331,50.4109,2678.331
49.02,88.0805,50.4329,2595.893,50.4329,2595.893
49.04,70.5511,50.4549,2673.551,50.4549,2673.551
49.06,61.1388,50.4769,2520.916,50.4769,2520.916
49.08,56.632,50.4989,2486.962,50.4989,2486.962
49.1,55.1936,50.5209,2408.638,50.5209,2408.638
49.12,56.2994,50.5429,2513.715,50.5429,2513.715
49.14,60.8498,50.5649,2395.884,50.5649,2395.884
49.16,68.6497,50.5869,2397.425,50.5869,2397.425
49.18,79.244,50.6089,2378.056,50.6089,2378.056
49.2,94.8555,50.6309,2404.189,50.6309,2404.189
49.22,117.248,50.6529,2305.083,50.6529,2305.083
49.24,144.388,50.6749,2416.341,50.6749,2416.341
49.26,176.718,50.6969,2330.602,50.6969,2330.602
49.28,211.828,50.7189,2356.469,50.7189,2356.469
49.3,224.893,50.7409,2370.69,50.7409,2370.69
49.32,201.999,50.7629,2299.541,50.7629,2299.541
49.34,171.282,50.7849,2381.012,50.7849,2381.012
49.36,157.621,50.8069,2371.616,50.8069,2371.616
49.38,164.988,50.8289,2394.062,50.8289,2394.062
49.4,183.926,50.8509,2421.982,50.8509,2421.982
49.42,202.11,50.8729,2430.796,50.8729,2430.796
49.44,223.104,50.8949,2484.713,50.8949,2484.713
49.46,253.723,50.9169,2448.837,50.9169,2448.837
49.48,289.526,50.9389,2529.899,50.9389,2529.899
49.5,329.361,50.9609,2473.406,50.9609,2473.406
49.52,376.445,50.9829,2470.947,50.9829,2470.947
49.54,399.833,51.0049,2525.624,51.0049,2525.624
49.56,348.769,51.0269,2558.361,51.0269,2558.361
49.58,255.472,51.0489,2695.866,51.0489,2695.866
49.6,175.102,51.0709,2781.316,51.0709,2781.316
49.62,121.1,51.0929,2796.04,51.0929,2796.04
49.64,88.1287,51.1149,2845.452,51.1149,2845.452
49.66,68.9674,51.1369,2934.636,51.1369,2934.636
49.68,57.9512,51.1589,2846.02,51.1589,2846.02
49.7,51.958,51.1809,2788.406,51.1809,2788.406
49.72,49.6756,51.2029,2788.342,51.2029,2788.342
49.74,51.048,51.2249,2724.731,51.2249,2724.731
49.76,57.1049,51.2469,2667.006,51.2469,2667.006
49.78,69.9859,51.2689,2613.733,51.2689,2613.733
49.8,92.3099,51.2909,2584.361,51.2909,2584.361
49.82,125.558,51.3129,2548.876,51.3129,2548.876
49.84,166.99,51.3349,2469.12,51.3349,2469.12
49.86,196.77,51.3569,2434.377,51.3569,2434.377
49.88,188.169,51.3789,2426.728,51.3789,2426.728
49.9,154.21,51.4009,2428.649,51.4009,2428.649
49.92,116.306,51.4229,2345.327,51.4229,2345.327
49.94,82.8556,51.4449,2375.228,51.4449,2375.228
49.96,58.4068,51.4669,2395.704,51.4669,2395.704
49.98,42.624,51.4889,2379.498,51.4889,2379.498
50.0,32.8098,51.5109,2355.805,51.5109,2355.805
,,51.5329,2352.007,51.5329,2352.007
,,51.5549,2270.03,51.5549,2270.03
,,51.5769,2285.031,51.5769,2285.031
,,51.5989,2280.431,51.5989,2280.431
,,51.6209,2315.994,51.6209,2315.994
,,51.6429,2371.431,51.6429,2371.431
,,51.6649,2367.218,51.6649,2367.218
,,51.6869,2383.596,51.6869,2383.596
,,51.7089,2344.305,51.7089,2344.305
,,51.7309,2357.222,51.7309,2357.222
,,51.7529,2340.508,51.7529,2340.508
,,51.7749,2460.774,51.7749,2460.774
,,51.7969,2410.534,51.7969,2410.534
,,51.8189,2444.925,51.8189,2444.925
,,51.8409,2530.692,51.8409,2530.692
,,51.8629,2592.686,51.8629,2592.686
,,51.8849,2619.14,51.8849,2619.14
,,51.9069,2586.956,51.9069,2586.956
,,51.9289,2751.685,51.9289,2751.685
,,51.9509,2749.582,51.9509,2749.582
,,51.9729,2757.043,51.9729,2757.043
,,51.9949,2698.782,51.9949,2698.782
,,52.0169,2589.93,52.0169,2589.93
,,52.0389,2615.295,52.0389,2615.295
,,52.0609,2654.524,52.0609,2654.524
,,52.0829,2512.758,52.0829,2512.758
,,52.1049,2609.646,52.1049,2609.646
,,52.1269,2430.177,52.1269,2430.177
,,52.1489,2422.106,52.1489,2422.106
,,52.1709,2342.725,52.1709,2342.725
,,52.1929,2290.287,52.1929,2290.287
,,52.2149,2300.891,52.2149,2300.891
,,52.2369,2356.186,52.2369,2356.186
,,52.2589,2314.902,52.2589,2314.902
,,52.2809,2152.083,52.2809,2152.083
,,52.3029,2206.124,52.3029,2206.124
,,52.3249,2282.786,52.3249,2282.786
,,52.3469,2160.68,52.3469,2160.68
,,52.3689,2277.531,52.3689,2277.531
,,52.3909,2220.109,52.3909,2220.109
,,52.4129,2281.858,52.4129,2281.858
,,52.4349,2309.832,52.4349,2309.832
,,52.4569,2359.346,52.4569,2359.346
,,52.4789,2300.456,52.4789,2300.456
,,52.5009,2282.305,52.5009,2282.305
,,52.5229,2274.145,52.5229,2274.145
,,52.5449,2352.488,52.5449,2352.488
,,52.5669,2373.304,52.5669,2373.304
,,52.5889,2416.399,52.5889,2416.399
,,52.6109,2461.233,52.6109,2461.233
,,52.6329,2465.774,52.6329,2465.774
,,52.6549,2442.946,52.6549,2442.946
,,52.6769,2463.62,52.6769,2463.62
,,52.6989,2554.655,52.6989,2554.655
,,52.7209,2557.97,52.7209,2557.97
,,52.7429,2661.804,52.7429,2661.804
,,52.7649,2698.015,52.7649,2698.015
,,52.7869,2760.607,52.7869,2760.607
,,52.8089,2790.081,52.8089,2790.081
,,52.8309,2836.095,52.8309,2836.095
,,52.8529,2867.722,52.8529,2867.722
,,52.8749,2881.196,52.8749,2881.196
,,52.8969,2897.207,52.8969,2897.207
,,52.9189,2870.708,52.9189,2870.708
,,52.9409,2927.815,52.9409,2927.815
,,52.9629,2917.882,52.9629,2917.882
,,52.9849,2879.603,52.9849,2879.603
,,53.0069,2875.08,53.0069,2875.08
,,53.0289,2898.503,53.0289,2898.503
,,53.0509,2867.055,53.0509,2867.055
,,53.0729,2804.82,53.0729,2804.82
,,53.0949,2743.071,53.0949,2743.071
,,53.1169,2673.039,53.1169,2673.039
,,53.1389,2689.797,53.1389,2689.797
,,53.1609,2758.988,53.1609,2758.988
,,53.1829,2770.987,53.1829,2770.987
,,53.2049,2727.923,53.2049,2727.923
,,53.2269,2729.77,53.2269,2729.77
,,53.2489,2735.36,53.2489,2735.36
,,53.2709,2773.671,53.2709,2773.671
,,53.2929,2823.717,53.2929,2823.717
,,53.3149,2804.526,53.3149,2804.526
,,53.3369,2737.373,53.3369,2737.373
,,53.3589,2655.952,53.3589,2655.952
,,53.3809,2706.258,53.3809,2706.258
,,53.4029,2705.541,53.4029,2705.541
,,53.4249,2710.105,53.4249,2710.105
,,53.4469,2703.743,53.4469,2703.743
,,53.4689,2769.385,53.4689,2769.385
,,53.4909,2682.645,53.4909,2682.645
,,53.5129,2598.505,53.5129,2598.505
,,53.5349,2565.144,53.5349,2565.144
,,53.5569,2492.973,53.5569,2492.973
,,53.5789,2484.102,53.5789,2484.102
,,53.6009,2470.372,53.6009,2470.372
,,53.6229,2512.915,53.6229,2512.915
,,53.6449,2490.657,53.6449,2490.657
,,53.6669,2414.53,53.6669,2414.53
,,53.6889,2365.518,53.6889,2365.518
,,53.7109,2354.696,53.7109,2354.696
,,53.7329,2336.075,53.7329,2336.075
,,53.7549,2331.274,53.7549,2331.274
,,53.7769,2355.863,53.7769,2355.863
,,53.7989,2316.942,53.7989,2316.942
,,53.8209,2245.929,53.8209,2245.929
,,53.8429,2303.294,53.8429,2303.294
,,53.8649,2308.91,53.8649,2308.91
,,53.8869,2284.442,53.8869,2284.442
,,53.9089,2359.589,53.9089,2359.589
,,53.9309,2328.628,53.9309,2328.628
,,53.9529,2276.055,53.9529,2276.055
,,53.9749,2331.636,53.9749,2331.636
,,53.9969,2378.981,53.9969,2378.981
,,54.0189,2317.82,54.0189,2317.82
,,54.0409,2397.701,54.0409,2397.701
,,54.0629,2374.759,54.0629,2374.759
,,54.0849,2322.713,54.0849,2322.713
,,54.1069,2398.316,54.1069,2398.316
,,54.1289,2406.523,54.1289,2406.523
,,54.1509,2449.947,54.1509,2449.947
,,54.1729,2456.748,54.1729,2456.748
,,54.1949,2443.546,54.1949,2443.546
,,54.2169,2570.666,54.2169,2570.666
,,54.2389,2556.191,54.2389,2556.191
,,54.2609,2682.863,54.2609,2682.863
,,54.2829,2807.133,54.2829,2807.133
,,54.3049,2861.927,54.3049,2861.927
,,54.3269,2812.953,54.3269,2812.953
,,54.3489,2921.888,54.3489,2921.888
,,54.3709,3014.043,54.3709,3014.043
,,54.3929,3030.77,54.3929,3030.77
,,54.4149,3032.077,54.4149,3032.077
,,54.4369,3023.298,54.4369,3023.298
,,54.4589,3071.057,54.4589,3071.057
,,54.4809,3046.518,54.4809,3046.518
,,54.5029,3009.066,54.5029,3009.066
,,54.5249,2989.986,54.5249,2989.986
,,54.5469,3007.236,54.5469,3007.236
,,54.5689,2895.424,54.5689,2895.424
,,54.5909,2783.147,54.5909,2783.147
,,54.6129,2787.544,54.6129,2787.544
,,54.6349,2730.785,54.6349,2730.785
,,54.6569,2672.563,54.6569,2672.563
,,54.6789,2642.655,54.6789,2642.655
,,54.7009,2584.107,54.7009,2584.107
,,54.7229,2525.0,54.7229,2525.0
,,54.7449,2517.613,54.7449,2517.613
,,54.7669,2462.553,54.7669,2462.553
,,54.7889,2412.459,54.7889,2412.459
,,54.8109,2416.493,54.8109,2416.493
,,54.8329,2394.991,54.8329,2394.991
,,54.8549,2380.893,54.8549,2380.893
,,54.8769,2443.076,54.8769,2443.076
,,54.8989,2463.163,54.8989,2463.163
,,54.9209,2418.041,54.9209,2418.041
,,54.9429,2402.289,54.9429,2402.289
,,54.9649,2424.46,54.9649,2424.46
,,54.9869,2421.094,54.9869,2421.094
,,55.0089,2435.193,55.0089,2435.193
,,55.0309,2391.72,55.0309,2391.72
,,55.0529,2389.221,55.0529,2389.221
,,55.0749,2394.141,55.0749,2394.141
,,55.0969,2363.617,55.0969,2363.617
,,55.1189,2309.081,55.1189,2309.081
,,55.1409,2233.368,55.1409,2233.368
,,55.1629,2251.797,55.1629,2251.797
,,55.1849,2280.197,55.1849,2280.197
,,55.2069,2191.87,55.2069,2191.87
,,55.2289,2205.048,55.2289,2205.048
,,55.2509,2189.504,55.2509,2189.504
,,55.2729,2153.787,55.2729,2153.787
,,55.2949,2165.992,55.2949,2165.992
,,55.3169,2139.97,55.3169,2139.97
,,55.3389,2173.85,55.3389,2173.85
,,55.3609,2134.234,55.3609,2134.234
,,55.3829,2118.728,55.3829,2118.728
,,55.4049,2118.0,55.4049,2118.0
,,55.4269,2083.45,55.4269,2083.45
,,55.4489,2065.03,55.4489,2065.03
,,55.4709,2216.505,55.4709,2216.505
,,55.4929,2139.731,55.4929,2139.731
,,55.5149,2122.433,55.5149,2122.433
,,55.5369,2150.932,55.5369,2150.932
,,55.5589,2166.83,55.5589,2166.83
,,55.5809,2102.061,55.5809,2102.061
,,55.6029,2084.767,55.6029,2084.767
,,55.6249,2163.124,55.6249,2163.124
,,55.6469,2194.037,55.6469,2194.037
,,55.6689,2184.243,55.6689,2184.243
,,55.6909,2160.236,55.6909,2160.236
,,55.7129,2209.786,55.7129,2209.786
,,55.7349,2123.693,55.7349,2123.693
,,55.7569,2172.272,55.7569,2172.272
,,55.7789,2253.921,55.7789,2253.921
,,55.8009,2249.522,55.8009,2249.522
,,55.8229,2201.571,55.8229,2201.571
,,55.8449,2164.628,55.8449,2164.628
,,55.8669,2157.027,55.8669,2157.027
,,55.8889,2254.032,55.8889,2254.032
,,55.9109,2283.667,55.9109,2283.667
,,55.9329,2246.663,55.9329,2246.663
,,55.9549,2344.774,55.9549,2344.774
,,55.9769,2410.349,55.9769,2410.349
,,55.9989,2458.526,55.9989,2458.526
,,56.0209,2575.637,56.0209,2575.637
,,56.0429,2555.374,56.0429,2555.374
,,56.0649,2578.107,56.0649,2578.107
,,56.0869,2658.56,56.0869,2658.56
,,56.1089,2651.395,56.1089,2651.395
,,56.1309,2674.56,56.1309,2674.56
,,56.1529,2615.199,56.1529,2615.199
,,56.1749,2525.394,56.1749,2525.394
,,56.1969,2532.189,56.1969,2532.189
,,56.2189,2570.57,56.2189,2570.57
,,56.2409,2553.558,56.2409,2553.558
,,56.2629,2526.106,56.2629,2526.106
,,56.2849,2559.102,56.2849,2559.102
,,56.3069,2572.725,56.3069,2572.725
,,56.3289,2563.474,56.3289,2563.474
,,56.3509,2486.715,56.3509,2486.715
,,56.3729,2469.941,56.3729,2469.941
,,56.3949,2459.125,56.3949,2459.125
,,56.4169,2509.924,56.4169,2509.924
,,56.4389,2446.018,56.4389,2446.018
,,56.4609,2451.911,56.4609,2451.911
,,56.4829,2423.723,56.4829,2423.723
,,56.5049,2432.586,56.5049,2432.586
,,56.5269,2455.569,56.5269,2455.569
,,56.5489,2408.194,56.5489,2408.194
,,56.5709,2347.355,56.5709,2347.355
,,56.5929,2345.729,56.5929,2345.729
,,56.6149,2352.289,56.6149,2352.289
,,56.6369,2354.154,56.6369,2354.154
,,56.6589,2387.46,56.6589,2387.46
,,56.6809,2399.827,56.6809,2399.827
,,56.7029,2390.222,56.7029,2390.222
,,56.7249,2404.443,56.7249,2404.443
,,56.7469,2412.458,56.7469,2412.458
,,56.7689,2386.265,56.7689,2386.265
,,56.7909,2419.773,56.7909,2419.773
,,56.8129,2460.872,56.8129,2460.872
,,56.8349,2447.492,56.8349,2447.492
,,56.8569,2422.526,56.8569,2422.526
,,56.8789,2376.421,56.8789,2376.421
,,56.9009,2440.605,56.9009,2440.605
,,56.9229,2461.967,56.9229,2461.967
,,56.9449,2428.514,56.9449,2428.514
,,56.9669,2439.092,56.9669,2439.092
,,56.9889,2381.473,56.9889,2381.473
,,57.0109,2354.272,57.0109,2354.272
,,57.0329,2396.916,57.0329,2396.916
,,57.0549,2294.654,57.0549,2294.654
,,57.0769,2311.809,57.0769,2311.809
,,57.0989,2295.598,57.0989,2295.598
,,57.1209,2292.313,57.1209,2292.313
,,57.1429,2314.836,57.1429,2314.836
