№	Полож. [°2θ]	Iнабл [имп]	Iрассчетн [имп]	Iзадн [имп]	ПСО	Межплоскостное расстояние D	ВП [с]
1649	38.2669	2788.5160			52.8064	2.3501	97.9200
1650	38.2889	2624.4350			51.2292	2.3488	97.9200
1651	38.3109	2508.4220			50.0841	2.3475	97.9200
1652	38.3329	2455.6330			49.5543	2.3462	97.9200
1653	38.3549	2470.5350			49.7045	2.3449	97.9200
1654	38.3769	2507.4410			50.0744	2.3436	97.9200
1655	38.3989	2546.9760			50.4676	2.3424	97.9200
1656	38.4209	2570.8180			50.7032	2.3411	97.9200
1657	38.4429	2632.7170			51.3100	2.3398	97.9200
1658	38.4649	2707.1330			52.0301	2.3385	97.9200
1659	38.4869	2707.2430			52.0312	2.3372	97.9200
1660	38.5089	2642.4520			51.4048	2.3359	97.9200
1661	38.5309	2731.0060			52.2590	2.3346	97.9200
1662	38.5529	2785.9820			52.7824	2.3333	97.9200
1663	38.5749	2761.4160			52.5492	2.3321	97.9200
1664	38.5969	2742.2790			52.3668	2.3308	97.9200
1665	38.6189	2718.3080			52.1374	2.3295	97.9200
1666	38.6409	2699.0130			51.9520	2.3282	97.9200
1667	38.6629	2600.4340			50.9945	2.3270	97.9200
1668	38.6849	2545.7400			50.4553	2.3257	97.9200
1669	38.7069	2566.5250			50.6609	2.3244	97.9200
1670	38.7289	2595.0370			50.9415	2.3231	97.9200
1671	38.7509	2602.4270			51.0140	2.3219	97.9200
1672	38.7729	2538.7030			50.3855	2.3206	97.9200
1673	38.7949	2606.4320			51.0532	2.3193	97.9200
1674	38.8169	2635.3890			51.3360	2.3181	97.9200
1675	38.8389	2670.5580			51.6774	2.3168	97.9200
1676	38.8609	2890.4540			53.7629	2.3156	97.9200
1677	38.8829	2994.4020			54.7211	2.3143	97.9200
1678	38.9049	3130.7820			55.9534	2.3130	97.9200
1679	38.9269	3397.3260			58.2866	2.3118	97.9200
1680	38.9489	3610.9620			60.0913	2.3105	97.9200
1681	38.9709	3923.1520			62.6351	2.3093	97.9200
1682	38.9929	4219.0250			64.9540	2.3080	97.9200
1683	39.0149	4360.9460			66.0375	2.3068	97.9200
1684	39.0369	4274.7780			65.3818	2.3055	97.9200
1685	39.0589	4064.2220			63.7512	2.3043	97.9200
1686	39.0809	3803.4750			61.6723	2.3030	97.9200
1687	39.1029	3685.9730			60.7122	2.3018	97.9200
1688	39.1249	3504.8880			59.2021	2.3005	97.9200
1689	39.1469	3253.6910			57.0411	2.2993	97.9200
1690	39.1689	2996.8240			54.7433	2.2981	97.9200
1691	39.1909	2870.3900			53.5760	2.2968	97.9200
1692	39.2129	2880.7990			53.6731	2.2956	97.9200
1693	39.2349	2736.8760			52.3152	2.2943	97.9200
1694	39.2569	2716.6010			52.1210	2.2931	97.9200
1695	39.2789	2835.9460			53.2536	2.2919	97.9200
1696	39.3009	2771.8330			52.6482	2.2906	97.9200
1697	39.3229	2682.9670			51.7974	2.2894	97.9200
1698	39.3449	2655.4150			51.5307	2.2882	97.9200
1699	39.3669	2678.2360			51.7517	2.2870	97.9200
1700	39.3889	2616.6950			51.1536	2.2857	97.9200
1701	39.4109	2590.9990			50.9019	2.2845	97.9200
1702	39.4329	2542.7390			50.4256	2.2833	97.9200
1703	39.4549	2454.3370			49.5413	2.2821	97.9200
1704	39.4769	2419.0500			49.1838	2.2808	97.9200
1705	39.4989	2429.2710			49.2876	2.2796	97.9200
1706	39.5209	2307.6000			48.0375	2.2784	97.9200
1707	39.5429	2483.1170			49.8309	2.2772	97.9200
1708	39.5649	2361.4920			48.5952	2.2760	97.9200
1709	39.5869	2394.7520			48.9362	2.2748	97.9200
1710	39.6089	2493.3900			49.9339	2.2735	97.9200
1711	39.6309	2563.8140			50.6341	2.2723	97.9200
1712	39.6529	2502.6190			50.0262	2.2711	97.9200
1713	39.6749	2652.9300			51.5066	2.2699	97.9200
1714	39.6969	2681.8590			51.7867	2.2687	97.9200
1715	39.7189	2818.6690			53.0911	2.2675	97.9200
1716	39.7409	2836.5490			53.2593	2.2663	97.9200
1717	39.7629	2945.0530			54.2683	2.2651	97.9200
1718	39.7849	3050.3530			55.2300	2.2639	97.9200
1719	39.8069	3190.6580			56.4859	2.2627	97.9200
1720	39.8289	3277.1020			57.2460	2.2615	97.9200
1721	39.8509	3486.7010			59.0483	2.2603	97.9200
1722	39.8729	3620.7250			60.1725	2.2591	97.9200
1723	39.8949	3722.5660			61.0128	2.2579	97.9200
1724	39.9169	3679.6750			60.6603	2.2567	97.9200
1725	39.9389	3626.5330			60.2207	2.2555	97.9200
1726	39.9609	3481.5600			59.0047	2.2543	97.9200
1727	39.9829	3383.8550			58.1709	2.2531	97.9200
1728	40.0049	3329.8690			57.7050	2.2519	97.9200
1729	40.0269	3201.3980			56.5809	2.2508	97.9200
1730	40.0489	3150.6350			56.1305	2.2496	97.9200
1731	40.0709	3057.0190			55.2903	2.2484	97.9200
1732	40.0929	3008.7550			54.8521	2.2472	97.9200
1733	40.1149	3040.7140			55.1427	2.2460	97.9200
1734	40.1369	3001.0040			54.7814	2.2448	97.9200
1735	40.1589	2945.4620			54.2721	2.2437	97.9200
1736	40.1809	2802.4750			52.9384	2.2425	97.9200
1737	40.2029	2766.3790			52.5964	2.2413	97.9200
1738	40.2249	2648.4370			51.4630	2.2401	97.9200
1739	40.2469	2532.0270			50.3192	2.2390	97.9200
1740	40.2689	2560.6120			50.6025	2.2378	97.9200
1741	40.2909	2498.5100			49.9851	2.2366	97.9200
1742	40.3129	2413.3090			49.1254	2.2354	97.9200
1743	40.3349	2413.6650			49.1291	2.2343	97.9200
1744	40.3569	2375.8590			48.7428	2.2331	97.9200
1745	40.3789	2418.3260			49.1765	2.2319	97.9200
1746	40.4009	2440.6140			49.4026	2.2308	97.9200
1747	40.4229	2482.6730			49.8264	2.2296	97.9200
1748	40.4449	2471.3910			49.7131	2.2285	97.9200
1749	40.4669	2442.6620			49.4233	2.2273	97.9200
1750	40.4889	2421.2950			49.2067	2.2261	97.9200
1751	40.5109	2351.6450			48.4938	2.2250	97.9200
1752	40.5329	2331.9570			48.2903	2.2238	97.9200
1753	40.5549	2308.5750			48.0476	2.2227	97.9200
1754	40.5769	2275.3450			47.7006	2.2215	97.9200
1755	40.5989	2274.0530			47.6870	2.2204	97.9200
1756	40.6209	2294.5580			47.9015	2.2192	97.9200
1757	40.6429	2277.7610			47.7259	2.2181	97.9200
1758	40.6649	2294.7230			47.9033	2.2169	97.9200
1759	40.6869	2331.7610			48.2883	2.2158	97.9200
1760	40.7089	2235.8460			47.2847	2.2146	97.9200
1761	40.7309	2211.2000			47.0234	2.2135	97.9200
1762	40.7529	2261.0710			47.5507	2.2123	97.9200
1763	40.7749	2321.9790			48.1869	2.2112	97.9200
1764	40.7969	2248.3070			47.4163	2.2100	97.9200
1765	40.8189	2289.2660			47.8463	2.2089	97.9200
1766	40.8409	2316.4320			48.1293	2.2078	97.9200
1767	40.8629	2305.0580			48.0110	2.2066	97.9200
1768	40.8849	2298.6900			47.9447	2.2055	97.9200
1769	40.9069	2240.7450			47.3365	2.2043	97.9200
1770	40.9289	2328.4600			48.2541	2.2032	97.9200
1771	40.9509	2347.8760			48.4549	2.2021	97.9200
1772	40.9729	2289.0460			47.8440	2.2009	97.9200
1773	40.9949	2319.0050			48.1560	2.1998	97.9200
1774	41.0169	2305.8630			48.0194	2.1987	97.9200
1775	41.0389	2306.2390			48.0233	2.1976	97.9200
1776	41.0609	2357.8140			48.5573	2.1964	97.9200
1777	41.0829	2441.9440			49.4160	2.1953	97.9200
1778	41.1049	2484.7600			49.8474	2.1942	97.9200
1779	41.1269	2508.7770			50.0877	2.1931	97.9200
1780	41.1489	2594.2500			50.9338	2.1919	97.9200
1781	41.1709	2757.1510			52.5086	2.1908	97.9200
1782	41.1929	2768.2060			52.6137	2.1897	97.9200
1783	41.2149	2943.0180			54.2496	2.1886	97.9200
1784	41.2369	3071.7940			55.4238	2.1875	97.9200
1785	41.2589	3265.5940			57.1454	2.1863	97.9200
1786	41.2809	3509.2460			59.2389	2.1852	97.9200
1787	41.3029	3708.6540			60.8987	2.1841	97.9200
1788	41.3249	4004.3420			63.2799	2.1830	97.9200
1789	41.3469	4318.6620			65.7165	2.1819	97.9200
1790	41.3689	4626.5630			68.0188	2.1808	97.9200
1791	41.3909	4606.0420			67.8678	2.1797	97.9200
1792	41.4129	4648.3490			68.1788	2.1786	97.9200
1793	41.4349	4597.3920			67.8041	2.1775	97.9200
1794	41.4569	4498.9840			67.0745	2.1764	97.9200
1795	41.4789	4525.8560			67.2745	2.1753	97.9200
1796	41.5009	4544.7030			67.4144	2.1742	97.9200
1797	41.5229	4277.5050			65.4026	2.1731	97.9200
1798	41.5449	3981.3340			63.0978	2.1720	97.9200
1799	41.5669	3772.9590			61.4244	2.1709	97.9200
1800	41.5889	3539.1120			59.4904	2.1698	97.9200
1801	41.6109	3329.3540			57.7006	2.1687	97.9200
1802	41.6329	3230.2490			56.8353	2.1676	97.9200
1803	41.6549	3106.7760			55.7385	2.1665	97.9200
1804	41.6769	2967.8070			54.4776	2.1654	97.9200
1805	41.6989	2735.8480			52.3053	2.1643	97.9200
1806	41.7209	2634.0780			51.3233	2.1632	97.9200
1807	41.7429	2629.8640			51.2822	2.1621	97.9200
1808	41.7649	2541.0500			50.4088	2.1610	97.9200
1809	41.7869	2547.4440			50.4722	2.1599	97.9200
1810	41.8089	2553.1860			50.5291	2.1588	97.9200
1811	41.8309	2524.2550			50.2420	2.1578	97.9200
1812	41.8529	2444.5680			49.4426	2.1567	97.9200
1813	41.8749	2407.7260			49.0686	2.1556	97.9200
1814	41.8969	2466.5100			49.6640	2.1545	97.9200
1815	41.9189	2477.3450			49.7729	2.1534	97.9200
1816	41.9409	2460.6310			49.6048	2.1524	97.9200
1817	41.9629	2496.6690			49.9667	2.1513	97.9200
1818	41.9849	2521.6820			50.2163	2.1502	97.9200
1819	42.0069	2546.5580			50.4634	2.1491	97.9200
1820	42.0289	2650.8710			51.4866	2.1481	97.9200
1821	42.0509	2707.0320			52.0291	2.1470	97.9200
1822	42.0729	2821.3460			53.1163	2.1459	97.9200
1823	42.0949	2964.4470			54.4467	2.1448	97.9200
1824	42.1169	3029.2420			55.0385	2.1438	97.9200
1825	42.1389	3072.7700			55.4326	2.1427	97.9200
1826	42.1609	3118.9610			55.8477	2.1416	97.9200
1827	42.1829	3127.7670			55.9264	2.1406	97.9200
1828	42.2049	3028.1590			55.0287	2.1395	97.9200
1829	42.2269	2966.7030			54.4674	2.1384	97.9200
1830	42.2489	2884.3900			53.7065	2.1374	97.9200
1831	42.2709	2748.8850			52.4298	2.1363	97.9200
1832	42.2929	2682.9510			51.7972	2.1353	97.9200
1833	42.3149	2619.0380			51.1765	2.1342	97.9200
1834	42.3369	2549.7030			50.4946	2.1331	97.9200
1835	42.3589	2472.5270			49.7245	2.1321	97.9200
1836	42.3809	2411.9050			49.1112	2.1310	97.9200
1837	42.4029	2397.3720			48.9630	2.1300	97.9200
1838	42.4249	2431.6640			49.3119	2.1289	97.9200
1839	42.4469	2401.1310			49.0013	2.1279	97.9200
1840	42.4689	2374.6840			48.7307	2.1268	97.9200
1841	42.4909	2402.8510			49.0189	2.1258	97.9200
1842	42.5129	2420.2780			49.1963	2.1247	97.9200
1843	42.5349	2374.0710			48.7244	2.1237	97.9200
1844	42.5569	2365.5720			48.6372	2.1226	97.9200
1845	42.5789	2340.7710			48.3815	2.1216	97.9200
1846	42.6009	2401.5310			49.0054	2.1205	97.9200
1847	42.6229	2473.4640			49.7339	2.1195	97.9200
1848	42.6449	2519.8690			50.1983	2.1184	97.9200
1849	42.6669	2435.9140			49.3550	2.1174	97.9200
1850	42.6889	2414.4280			49.1368	2.1164	97.9200
1851	42.7109	2427.6460			49.2711	2.1153	97.9200
1852	42.7329	2353.4240			48.5121	2.1143	97.9200
1853	42.7549	2337.1560			48.3441	2.1132	97.9200
1854	42.7769	2369.4620			48.6771	2.1122	97.9200
1855	42.7989	2287.4240			47.8270	2.1112	97.9200
1856	42.8209	2215.0060			47.0638	2.1101	97.9200
1857	42.8429	2254.1680			47.4781	2.1091	97.9200
1858	42.8649	2238.7920			47.3159	2.1081	97.9200
1859	42.8869	2256.4300			47.5019	2.1070	97.9200
1860	42.9089	2242.3200			47.3531	2.1060	97.9200
1861	42.9309	2246.7520			47.3999	2.1050	97.9200
1862	42.9529	2226.1590			47.1822	2.1040	97.9200
1863	42.9749	2213.2550			47.0452	2.1029	97.9200
1864	42.9969	2247.9290			47.4123	2.1019	97.9200
1865	43.0189	2389.4890			48.8824	2.1009	97.9200
1866	43.0409	2465.7510			49.6563	2.0999	97.9200
1867	43.0629	2319.5130			48.1613	2.0988	97.9200
1868	43.0849	2389.5290			48.8828	2.0978	97.9200
1869	43.1069	2456.3800			49.5619	2.0968	97.9200
1870	43.1289	2508.5710			50.0856	2.0958	97.9200
1871	43.1509	2590.7100			50.8990	2.0948	97.9200
1872	43.1729	2813.2370			53.0400	2.0937	97.9200
1873	43.1949	2836.4780			53.2586	2.0927	97.9200
1874	43.2169	3004.1140			54.8098	2.0917	97.9200
1875	43.2389	3105.2100			55.7244	2.0907	97.9200
1876	43.2609	3207.0540			56.6309	2.0897	97.9200
1877	43.2829	3400.4090			58.3130	2.0887	97.9200
1878	43.3049	3480.3670			58.9946	2.0877	97.9200
1879	43.3269	3576.8760			59.8070	2.0867	97.9200
1880	43.3489	3409.3720			58.3898	2.0857	97.9200
1881	43.3709	3283.5630			57.3024	2.0846	97.9200
1882	43.3929	3059.6900			55.3145	2.0836	97.9200
1883	43.4149	2915.6660			53.9969	2.0826	97.9200
1884	43.4369	2945.2210			54.2699	2.0816	97.9200
1885	43.4589	2869.7630			53.5702	2.0806	97.9200
1886	43.4809	2698.1720			51.9439	2.0796	97.9200
1887	43.5029	2593.2720			50.9242	2.0786	97.9200
1888	43.5249	2427.0000			49.2646	2.0776	97.9200
1889	43.5469	2431.7270			49.3125	2.0766	97.9200
1890	43.5689	2449.7820			49.4953	2.0756	97.9200
1891	43.5909	2435.1940			49.3477	2.0746	97.9200
1892	43.6129	2385.6070			48.8427	2.0736	97.9200
1893	43.6349	2373.7270			48.7209	2.0726	97.9200
1894	43.6569	2382.8140			48.8141	2.0717	97.9200
1895	43.6789	2407.1090			49.0623	2.0707	97.9200
1896	43.7009	2380.1660			48.7869	2.0697	97.9200
1897	43.7229	2372.9730			48.7132	2.0687	97.9200
1898	43.7449	2335.4580			48.3266	2.0677	97.9200
1899	43.7669	2347.3510			48.4495	2.0667	97.9200
1900	43.7889	2417.2610			49.1656	2.0657	97.9200
1901	43.8109	2364.7620			48.6288	2.0647	97.9200
1902	43.8329	2325.8680			48.2273	2.0637	97.9200
1903	43.8549	2300.9380			47.9681	2.0628	97.9200
1904	43.8769	2327.3270			48.2424	2.0618	97.9200
1905	43.8989	2383.9570			48.8258	2.0608	97.9200
1906	43.9209	2316.4630			48.1296	2.0598	97.9200
1907	43.9429	2283.2350			47.7832	2.0588	97.9200
1908	43.9649	2327.3160			48.2423	2.0578	97.9200
1909	43.9869	2353.3900			48.5117	2.0569	97.9200
1910	44.0089	2431.8630			49.3139	2.0559	97.9200
1911	44.0309	2491.2180			49.9121	2.0549	97.9200
1912	44.0529	2561.7330			50.6136	2.0539	97.9200
1913	44.0749	2631.0360			51.2936	2.0530	97.9200
1914	44.0969	2712.1250			52.0781	2.0520	97.9200
1915	44.1189	2715.6190			52.1116	2.0510	97.9200
1916	44.1409	2832.6130			53.2223	2.0501	97.9200
1917	44.1629	2985.9860			54.6442	2.0491	97.9200
1918	44.1849	3055.1370			55.2733	2.0481	97.9200
1919	44.2069	3061.6940			55.3326	2.0471	97.9200
1920	44.2289	2989.4910			54.6762	2.0462	97.9200
1921	44.2509	2927.8550			54.1097	2.0452	97.9200
1922	44.2729	3033.6670			55.0787	2.0442	97.9200
1923	44.2949	3076.2190			55.4637	2.0433	97.9200
1924	44.3169	3073.0710			55.4353	2.0423	97.9200
1925	44.3389	3141.6710			56.0506	2.0414	97.9200
1926	44.3609	3210.6360			56.6625	2.0404	97.9200
1927	44.3829	3295.9120			57.4100	2.0394	97.9200
1928	44.4049	3383.4740			58.1676	2.0385	97.9200
1929	44.4269	3289.0900			57.3506	2.0375	97.9200
1930	44.4489	3217.8450			56.7261	2.0366	97.9200
1931	44.4709	3059.8790			55.3162	2.0356	97.9200
1932	44.4929	3044.5730			55.1777	2.0346	97.9200
1933	44.5149	2850.2850			53.3881	2.0337	97.9200
1934	44.5369	2859.4120			53.4735	2.0327	97.9200
1935	44.5589	2729.2790			52.2425	2.0318	97.9200
1936	44.5809	2664.2030			51.6159	2.0308	97.9200
1937	44.6029	2542.8600			50.4268	2.0299	97.9200
1938	44.6249	2471.8040			49.7172	2.0289	97.9200
1939	44.6469	2408.6960			49.0785	2.0280	97.9200
1940	44.6689	2426.1320			49.2558	2.0270	97.9200
1941	44.6909	2382.1660			48.8074	2.0261	97.9200
1942	44.7129	2296.7330			47.9242	2.0251	97.9200
1943	44.7349	2306.6000			48.0271	2.0242	97.9200
1944	44.7569	2402.5590			49.0159	2.0233	97.9200
1945	44.7789	2393.5490			48.9239	2.0223	97.9200
1946	44.8009	2362.0050			48.6005	2.0214	97.9200
1947	44.8229	2536.2490			50.3612	2.0204	97.9200
1948	44.8449	2499.8820			49.9988	2.0195	97.9200
1949	44.8669	2562.9510			50.6256	2.0186	97.9200
1950	44.8889	2643.4210			51.4142	2.0176	97.9200
1951	44.9109	2527.9910			50.2791	2.0167	97.9200
1952	44.9329	2491.6650			49.9166	2.0157	97.9200
1953	44.9549	2397.7390			48.9667	2.0148	97.9200
1954	44.9769	2468.7300			49.6863	2.0139	97.9200
1955	44.9989	2407.5820			49.0671	2.0129	97.9200
1956	45.0209	2384.6540			48.8329	2.0120	97.9200
1957	45.0429	2430.3770			49.2989	2.0111	97.9200
1958	45.0649	2209.2510			47.0027	2.0101	97.9200
1959	45.0869	2251.3060			47.4479	2.0092	97.9200
1960	45.1089	2282.0460			47.7708	2.0083	97.9200
1961	45.1309	2249.1390			47.4251	2.0074	97.9200
1962	45.1529	2160.4810			46.4810	2.0064	97.9200
1963	45.1749	2247.0530			47.4031	2.0055	97.9200
1964	45.1969	2213.4570			47.0474	2.0046	97.9200
1965	45.2189	2243.3020			47.3635	2.0037	97.9200
1966	45.2409	2237.0250			47.2972	2.0027	97.9200
1967	45.2629	2217.6250			47.0917	2.0018	97.9200
1968	45.2849	2176.2360			46.6501	2.0009	97.9200
1969	45.3069	2180.1120			46.6917	2.0000	97.9200
1970	45.3289	2171.3970			46.5982	1.9990	97.9200
1971	45.3509	2169.4270			46.5771	1.9981	97.9200
1972	45.3729	2166.4870			46.5455	1.9972	97.9200
1973	45.3949	2146.4790			46.3301	1.9963	97.9200
1974	45.4169	2150.5180			46.3737	1.9954	97.9200
1975	45.4389	2209.1500			47.0016	1.9945	97.9200
1976	45.4609	2195.1890			46.8528	1.9935	97.9200
1977	45.4829	2147.0590			46.3364	1.9926	97.9200
1978	45.5049	2183.8870			46.7321	1.9917	97.9200
1979	45.5269	2177.8690			46.6676	1.9908	97.9200
1980	45.5489	2122.5200			46.0708	1.9899	97.9200
1981	45.5709	2136.5760			46.2231	1.9890	97.9200
1982	45.5929	2217.4920			47.0903	1.9881	97.9200
1983	45.6149	2236.6870			47.2936	1.9872	97.9200
1984	45.6369	2184.4930			46.7386	1.9863	97.9200
1985	45.6589	2215.1380			47.0653	1.9854	97.9200
1986	45.6809	2273.9210			47.6856	1.9845	97.9200
1987	45.7029	2281.4690			47.7647	1.9836	97.9200
1988	45.7249	2318.5910			48.1518	1.9827	97.9200
1989	45.7469	2330.8080			48.2784	1.9817	97.9200
1990	45.7689	2248.2350			47.4156	1.9808	97.9200
1991	45.7909	2264.3170			47.5848	1.9799	97.9200
1992	45.8129	2323.8480			48.2063	1.9790	97.9200
1993	45.8349	2373.9680			48.7234	1.9781	97.9200
1994	45.8569	2448.9150			49.4865	1.9772	97.9200
1995	45.8789	2483.8390			49.8381	1.9764	97.9200
1996	45.9009	2463.7430			49.6361	1.9755	97.9200
1997	45.9229	2491.6590			49.9165	1.9746	97.9200
1998	45.9449	2522.8090			50.2276	1.9737	97.9200
1999	45.9669	2485.2470			49.8523	1.9728	97.9200
2000	45.9889	2486.0160			49.8600	1.9719	97.9200
2001	46.0109	2548.5230			50.4829	1.9710	97.9200
2002	46.0329	2545.8180			50.4561	1.9701	97.9200
2003	46.0549	2552.4480			50.5218	1.9692	97.9200
2004	46.0769	2591.1400			50.9032	1.9683	97.9200
2005	46.0989	2612.9440			51.1170	1.9674	97.9200
2006	46.1209	2648.5350			51.4639	1.9665	97.9200
2007	46.1429	2716.5010			52.1201	1.9657	97.9200
2008	46.1649	2839.8810			53.2905	1.9648	97.9200
2009	46.1869	2925.4240			54.0872	1.9639	97.9200
2010	46.2089	2979.7150			54.5868	1.9630	97.9200
2011	46.2309	2993.8850			54.7164	1.9621	97.9200
2012	46.2529	3121.3980			55.8695	1.9612	97.9200
2013	46.2749	3082.9890			55.5247	1.9604	97.9200
2014	46.2969	2925.3620			54.0866	1.9595	97.9200
2015	46.3189	2794.5150			52.8632	1.9586	97.9200
2016	46.3409	2893.2350			53.7888	1.9577	97.9200
2017	46.3629	2832.3180			53.2195	1.9568	97.9200
2018	46.3849	2581.7130			50.8106	1.9560	97.9200
2019	46.4069	2596.1050			50.9520	1.9551	97.9200
2020	46.4289	2482.6820			49.8265	1.9542	97.9200
2021	46.4509	2511.7830			50.1177	1.9533	97.9200
2022	46.4729	2383.6830			48.8230	1.9525	97.9200
2023	46.4949	2339.9500			48.3730	1.9516	97.9200
2024	46.5169	2317.1100			48.1364	1.9507	97.9200
2025	46.5389	2287.6870			47.8298	1.9499	97.9200
2026	46.5609	2321.3540			48.1804	1.9490	97.9200
2027	46.5829	2362.0670			48.6011	1.9481	97.9200
2028	46.6049	2315.7320			48.1221	1.9472	97.9200
2029	46.6269	2316.5580			48.1306	1.9464	97.9200
2030	46.6489	2255.0560			47.4874	1.9455	97.9200
2031	46.6709	2263.3610			47.5748	1.9446	97.9200
2032	46.6929	2267.8530			47.6220	1.9438	97.9200
2033	46.7149	2268.9750			47.6338	1.9429	97.9200
2034	46.7369	2210.7250			47.0183	1.9421	97.9200
2035	46.7589	2200.0000			46.9042	1.9412	97.9200
2036	46.7809	2127.7380			46.1274	1.9403	97.9200
2037	46.8029	2187.3690			46.7693	1.9395	97.9200
2038	46.8249	2202.8110			46.9341	1.9386	97.9200
2039	46.8469	2223.2130			47.1510	1.9377	97.9200
2040	46.8689	2204.1280			46.9481	1.9369	97.9200
2041	46.8909	2144.4840			46.3086	1.9360	97.9200
2042	46.9129	2135.5050			46.2115	1.9352	97.9200
2043	46.9349	2116.9650			46.0105	1.9343	97.9200
2044	46.9569	2185.4640			46.7490	1.9335	97.9200
2045	46.9789	2154.1620			46.4130	1.9326	97.9200
2046	47.0009	2191.6760			46.8153	1.9318	97.9200
2047	47.0229	2194.6730			46.8473	1.9309	97.9200
2048	47.0449	2185.5620			46.7500	1.9301	97.9200
2049	47.0669	2190.9060			46.8071	1.9292	97.9200
2050	47.0889	2255.2120			47.4891	1.9284	97.9200
2051	47.1109	2263.8200			47.5796	1.9275	97.9200
2052	47.1329	2253.9850			47.4762	1.9267	97.9200
2053	47.1549	2228.8050			47.2102	1.9258	97.9200
2054	47.1769	2206.0660			46.9688	1.9250	97.9200
2055	47.1989	2228.5660			47.2077	1.9241	97.9200
2056	47.2209	2290.9970			47.8644	1.9233	97.9200
2057	47.2429	2242.0260			47.3500	1.9224	97.9200
2058	47.2649	2248.9830			47.4234	1.9216	97.9200
2059	47.2869	2302.6340			47.9858	1.9207	97.9200
2060	47.3089	2330.4740			48.2750	1.9199	97.9200
2061	47.3309	2292.0630			47.8755	1.9191	97.9200
2062	47.3529	2266.2880			47.6055	1.9182	97.9200
2063	47.3749	2320.0390			48.1668	1.9174	97.9200
2064	47.3969	2328.8200			48.2579	1.9165	97.9200
2065	47.4189	2220.3070			47.1201	1.9157	97.9200
2066	47.4409	2213.4310			47.0471	1.9149	97.9200
2067	47.4629	2234.7530			47.2732	1.9140	97.9200
2068	47.4849	2234.1330			47.2666	1.9132	97.9200
2069	47.5069	2205.2690			46.9603	1.9124	97.9200
2070	47.5289	2227.4830			47.1962	1.9115	97.9200
2071	47.5509	2310.2740			48.0653	1.9107	97.9200
2072	47.5729	2322.4520			48.1918	1.9099	97.9200
2073	47.5949	2309.0600			48.0527	1.9090	97.9200
2074	47.6169	2323.4880			48.2026	1.9082	97.9200
2075	47.6389	2384.8900			48.8353	1.9074	97.9200
2076	47.6609	2422.0000			49.2138	1.9065	97.9200
2077	47.6829	2465.3630			49.6524	1.9057	97.9200
2078	47.7049	2477.9880			49.7794	1.9049	97.9200
2079	47.7269	2495.1830			49.9518	1.9041	97.9200
2080	47.7489	2554.7830			50.5449	1.9032	97.9200
2081	47.7709	2558.1690			50.5783	1.9024	97.9200
2082	47.7929	2553.5100			50.5323	1.9016	97.9200
2083	47.8149	2560.7700			50.6041	1.9008	97.9200
2084	47.8369	2600.5450			50.9955	1.8999	97.9200
2085	47.8589	2592.8140			50.9197	1.8991	97.9200
2086	47.8809	2501.1660			50.0117	1.8983	97.9200
2087	47.9029	2439.8260			49.3946	1.8975	97.9200
2088	47.9249	2500.6570			50.0066	1.8966	97.9200
2089	47.9469	2629.2660			51.2764	1.8958	97.9200
2090	47.9689	2591.1750			50.9036	1.8950	97.9200
2091	47.9909	2587.4800			50.8673	1.8942	97.9200
2092	48.0129	2629.9220			51.2828	1.8934	97.9200
2093	48.0349	2604.6430			51.0357	1.8926	97.9200
2094	48.0569	2584.1990			50.8350	1.8917	97.9200
2095	48.0789	2677.8710			51.7481	1.8909	97.9200
2096	48.1009	2731.4940			52.2637	1.8901	97.9200
2097	48.1229	2732.6660			52.2749	1.8893	97.9200
2098	48.1449	2768.1680			52.6134	1.8885	97.9200
2099	48.1669	2816.7580			53.0731	1.8877	97.9200
2100	48.1889	2867.7450			53.5513	1.8869	97.9200
2101	48.2109	3020.7740			54.9616	1.8861	97.9200
2102	48.2329	3165.1730			56.2599	1.8853	97.9200
2103	48.2549	3259.2070			57.0895	1.8844	97.9200
2104	48.2769	3373.0740			58.0782	1.8836	97.9200
2105	48.2989	3444.3430			58.6885	1.8828	97.9200
2106	48.3209	3466.9630			58.8809	1.8820	97.9200
2107	48.3429	3382.2740			58.1573	1.8812	97.9200
2108	48.3649	3404.1980			58.3455	1.8804	97.9200
2109	48.3869	3272.4780			57.2056	1.8796	97.9200
2110	48.4089	3236.8760			56.8935	1.8788	97.9200
2111	48.4309	3311.5980			57.5465	1.8780	97.9200
2112	48.4529	3375.6780			58.1006	1.8772	97.9200
2113	48.4749	3249.5750			57.0050	1.8764	97.9200
2114	48.4969	3107.0890			55.7413	1.8756	97.9200
2115	48.5189	3173.7970			56.3365	1.8748	97.9200
2116	48.5409	3214.8230			56.6994	1.8740	97.9200
2117	48.5629	3108.9060			55.7576	1.8732	97.9200
2118	48.5849	3098.0080			55.6598	1.8724	97.9200
2119	48.6069	3146.1240			56.0903	1.8716	97.9200
2120	48.6289	3118.0760			55.8397	1.8708	97.9200
2121	48.6509	3074.4900			55.4481	1.8700	97.9200
2122	48.6729	3042.7750			55.1614	1.8692	97.9200
2123	48.6949	3160.2880			56.2164	1.8684	97.9200
2124	48.7169	2998.8630			54.7619	1.8676	97.9200
2125	48.7389	2951.1340			54.3243	1.8669	97.9200
2126	48.7609	3116.4400			55.8251	1.8661	97.9200
2127	48.7829	3024.8310			54.9985	1.8653	97.9200
2128	48.8049	3026.2700			55.0115	1.8645	97.9200
